row,col,value,Model,Data,Rep
Xanthophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_14
Bacillariophyceae,Magnoliosida,1,Random Forest,Pleiades,Rep_14
Bare Sediment,Magnoliosida,0,Random Forest,Pleiades,Rep_14
Magnoliosida,Magnoliosida,20,Random Forest,Pleiades,Rep_14
Phaephyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_14
Ulvophyceae,Magnoliosida,2,Random Forest,Pleiades,Rep_14
Xanthophyceae,Magnoliosida,1,Random Forest,Pleiades,Rep_14
Bacillariophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_14
Bare Sediment,Phaephyceae,0,Random Forest,Pleiades,Rep_14
Magnoliosida,Phaephyceae,0,Random Forest,Pleiades,Rep_14
Phaephyceae,Phaephyceae,18,Random Forest,Pleiades,Rep_14
Ulvophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_14
Xanthophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_14
Bacillariophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_14
Bare Sediment,Ulvophyceae,0,Random Forest,Pleiades,Rep_14
Magnoliosida,Ulvophyceae,2,Random Forest,Pleiades,Rep_14
Phaephyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_14
Ulvophyceae,Ulvophyceae,28,Random Forest,Pleiades,Rep_14
Xanthophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_14
Bacillariophyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_14
Bare Sediment,Xanthophyceae,0,Random Forest,Pleiades,Rep_14
Magnoliosida,Xanthophyceae,2,Random Forest,Pleiades,Rep_14
Phaephyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_14
Ulvophyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_14
Xanthophyceae,Xanthophyceae,5,Random Forest,Pleiades,Rep_14
Bacillariophyceae,Bacillariophyceae,11,Random Forest,Pleiades,Rep_15
Bare Sediment,Bacillariophyceae,0,Random Forest,Pleiades,Rep_15
Magnoliosida,Bacillariophyceae,0,Random Forest,Pleiades,Rep_15
Phaephyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_15
Ulvophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_15
Xanthophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_15
Bacillariophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_15
Bare Sediment,Bare Sediment,9,Random Forest,Pleiades,Rep_15
Magnoliosida,Bare Sediment,0,Random Forest,Pleiades,Rep_15
Phaephyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_15
Ulvophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_15
Xanthophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_15
Bacillariophyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_15
Bare Sediment,Magnoliosida,0,Random Forest,Pleiades,Rep_15
Magnoliosida,Magnoliosida,15,Random Forest,Pleiades,Rep_15
Phaephyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_15
Ulvophyceae,Magnoliosida,3,Random Forest,Pleiades,Rep_15
Xanthophyceae,Magnoliosida,5,Random Forest,Pleiades,Rep_15
Bacillariophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_15
Bare Sediment,Phaephyceae,0,Random Forest,Pleiades,Rep_15
Magnoliosida,Phaephyceae,0,Random Forest,Pleiades,Rep_15
Phaephyceae,Phaephyceae,10,Random Forest,Pleiades,Rep_15
Ulvophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_15
Xanthophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_15
Bacillariophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_15
Bare Sediment,Ulvophyceae,0,Random Forest,Pleiades,Rep_15
Magnoliosida,Ulvophyceae,1,Random Forest,Pleiades,Rep_15
Phaephyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_15
Ulvophyceae,Ulvophyceae,28,Random Forest,Pleiades,Rep_15
Xanthophyceae,Ulvophyceae,1,Random Forest,Pleiades,Rep_15
Bacillariophyceae,Xanthophyceae,1,Random Forest,Pleiades,Rep_15
Bare Sediment,Xanthophyceae,0,Random Forest,Pleiades,Rep_15
Magnoliosida,Xanthophyceae,3,Random Forest,Pleiades,Rep_15
Phaephyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_15
Ulvophyceae,Xanthophyceae,2,Random Forest,Pleiades,Rep_15
Xanthophyceae,Xanthophyceae,5,Random Forest,Pleiades,Rep_15
Bacillariophyceae,Bacillariophyceae,9,Random Forest,Pleiades,Rep_16
Bare Sediment,Bacillariophyceae,0,Random Forest,Pleiades,Rep_16
Magnoliosida,Bacillariophyceae,0,Random Forest,Pleiades,Rep_16
Phaephyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_16
Ulvophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_16
Xanthophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_16
Bacillariophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_16
Bare Sediment,Bare Sediment,7,Random Forest,Pleiades,Rep_16
Magnoliosida,Bare Sediment,0,Random Forest,Pleiades,Rep_16
Phaephyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_16
Ulvophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_16
Xanthophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_16
Bacillariophyceae,Magnoliosida,1,Random Forest,Pleiades,Rep_16
Bare Sediment,Magnoliosida,0,Random Forest,Pleiades,Rep_16
Magnoliosida,Magnoliosida,19,Random Forest,Pleiades,Rep_16
Phaephyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_16
Ulvophyceae,Magnoliosida,1,Random Forest,Pleiades,Rep_16
Xanthophyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_16
Bacillariophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_16
Bare Sediment,Phaephyceae,0,Random Forest,Pleiades,Rep_16
Magnoliosida,Phaephyceae,0,Random Forest,Pleiades,Rep_16
Phaephyceae,Phaephyceae,18,Random Forest,Pleiades,Rep_16
Ulvophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_16
Xanthophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_16
Bacillariophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_16
Bare Sediment,Ulvophyceae,0,Random Forest,Pleiades,Rep_16
Magnoliosida,Ulvophyceae,3,Random Forest,Pleiades,Rep_16
Phaephyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_16
Ulvophyceae,Ulvophyceae,25,Random Forest,Pleiades,Rep_16
Xanthophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_16
Bacillariophyceae,Xanthophyceae,3,Random Forest,Pleiades,Rep_16
Bare Sediment,Xanthophyceae,0,Random Forest,Pleiades,Rep_16
Magnoliosida,Xanthophyceae,5,Random Forest,Pleiades,Rep_16
Phaephyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_16
Ulvophyceae,Xanthophyceae,2,Random Forest,Pleiades,Rep_16
Xanthophyceae,Xanthophyceae,1,Random Forest,Pleiades,Rep_16
Bacillariophyceae,Bacillariophyceae,7,Random Forest,Pleiades,Rep_17
Bare Sediment,Bacillariophyceae,0,Random Forest,Pleiades,Rep_17
Magnoliosida,Bacillariophyceae,1,Random Forest,Pleiades,Rep_17
Phaephyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_17
Ulvophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_17
Xanthophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_17
Bacillariophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_17
Bare Sediment,Bare Sediment,8,Random Forest,Pleiades,Rep_17
Magnoliosida,Bare Sediment,0,Random Forest,Pleiades,Rep_17
Phaephyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_17
Ulvophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_17
Xanthophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_17
Bacillariophyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_17
Bare Sediment,Magnoliosida,0,Random Forest,Pleiades,Rep_17
Magnoliosida,Magnoliosida,17,Random Forest,Pleiades,Rep_17
Phaephyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_17
Ulvophyceae,Magnoliosida,2,Random Forest,Pleiades,Rep_17
Xanthophyceae,Magnoliosida,3,Random Forest,Pleiades,Rep_17
Bacillariophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_17
Bare Sediment,Phaephyceae,0,Random Forest,Pleiades,Rep_17
Magnoliosida,Phaephyceae,0,Random Forest,Pleiades,Rep_17
Phaephyceae,Phaephyceae,15,Random Forest,Pleiades,Rep_17
Ulvophyceae,Phaephyceae,2,Random Forest,Pleiades,Rep_17
Xanthophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_17
Bacillariophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_17
Bare Sediment,Ulvophyceae,0,Random Forest,Pleiades,Rep_17
Magnoliosida,Ulvophyceae,0,Random Forest,Pleiades,Rep_17
Phaephyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_17
Ulvophyceae,Ulvophyceae,31,Random Forest,Pleiades,Rep_17
Xanthophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_17
Bacillariophyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_17
Bare Sediment,Xanthophyceae,0,Random Forest,Pleiades,Rep_17
Magnoliosida,Xanthophyceae,3,Random Forest,Pleiades,Rep_17
Phaephyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_17
Ulvophyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_17
Xanthophyceae,Xanthophyceae,4,Random Forest,Pleiades,Rep_17
Bacillariophyceae,Bacillariophyceae,10,Random Forest,Pleiades,Rep_18
Bare Sediment,Bacillariophyceae,0,Random Forest,Pleiades,Rep_18
Magnoliosida,Bacillariophyceae,0,Random Forest,Pleiades,Rep_18
Phaephyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_18
Ulvophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_18
Xanthophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_18
Bacillariophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_18
Bare Sediment,Bare Sediment,10,Random Forest,Pleiades,Rep_18
Magnoliosida,Bare Sediment,0,Random Forest,Pleiades,Rep_18
Phaephyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_18
Ulvophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_18
Xanthophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_18
Bacillariophyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_18
Bare Sediment,Magnoliosida,0,Random Forest,Pleiades,Rep_18
Magnoliosida,Magnoliosida,18,Random Forest,Pleiades,Rep_18
Phaephyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_18
Ulvophyceae,Magnoliosida,1,Random Forest,Pleiades,Rep_18
Xanthophyceae,Magnoliosida,2,Random Forest,Pleiades,Rep_18
Bacillariophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_18
Bare Sediment,Phaephyceae,0,Random Forest,Pleiades,Rep_18
Magnoliosida,Phaephyceae,0,Random Forest,Pleiades,Rep_18
Phaephyceae,Phaephyceae,14,Random Forest,Pleiades,Rep_18
Ulvophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_18
Xanthophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_18
Bacillariophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_18
Bare Sediment,Ulvophyceae,0,Random Forest,Pleiades,Rep_18
Magnoliosida,Ulvophyceae,1,Random Forest,Pleiades,Rep_18
Phaephyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_18
Ulvophyceae,Ulvophyceae,26,Random Forest,Pleiades,Rep_18
Xanthophyceae,Ulvophyceae,2,Random Forest,Pleiades,Rep_18
Bacillariophyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_18
Bare Sediment,Xanthophyceae,0,Random Forest,Pleiades,Rep_18
Magnoliosida,Xanthophyceae,4,Random Forest,Pleiades,Rep_18
Phaephyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_18
Ulvophyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_18
Xanthophyceae,Xanthophyceae,6,Random Forest,Pleiades,Rep_18
Bacillariophyceae,Bacillariophyceae,8,Random Forest,Pleiades,Rep_19
Bare Sediment,Bacillariophyceae,0,Random Forest,Pleiades,Rep_19
Magnoliosida,Bacillariophyceae,0,Random Forest,Pleiades,Rep_19
Phaephyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_19
Ulvophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_19
Xanthophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_19
Bacillariophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_19
Bare Sediment,Bare Sediment,6,Random Forest,Pleiades,Rep_19
Magnoliosida,Bare Sediment,0,Random Forest,Pleiades,Rep_19
Phaephyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_19
Ulvophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_19
Xanthophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_19
Bacillariophyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_19
Bare Sediment,Magnoliosida,0,Random Forest,Pleiades,Rep_19
Magnoliosida,Magnoliosida,21,Random Forest,Pleiades,Rep_19
Phaephyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_19
Ulvophyceae,Magnoliosida,1,Random Forest,Pleiades,Rep_19
Xanthophyceae,Magnoliosida,1,Random Forest,Pleiades,Rep_19
Bacillariophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_19
Bare Sediment,Phaephyceae,0,Random Forest,Pleiades,Rep_19
Magnoliosida,Phaephyceae,0,Random Forest,Pleiades,Rep_19
Phaephyceae,Phaephyceae,14,Random Forest,Pleiades,Rep_19
Ulvophyceae,Phaephyceae,1,Random Forest,Pleiades,Rep_19
Xanthophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_19
Bacillariophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_19
Bare Sediment,Ulvophyceae,0,Random Forest,Pleiades,Rep_19
Magnoliosida,Ulvophyceae,1,Random Forest,Pleiades,Rep_19
Phaephyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_19
Ulvophyceae,Ulvophyceae,30,Random Forest,Pleiades,Rep_19
Xanthophyceae,Ulvophyceae,1,Random Forest,Pleiades,Rep_19
Bacillariophyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_19
Bare Sediment,Xanthophyceae,0,Random Forest,Pleiades,Rep_19
Magnoliosida,Xanthophyceae,2,Random Forest,Pleiades,Rep_19
Phaephyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_19
Ulvophyceae,Xanthophyceae,1,Random Forest,Pleiades,Rep_19
Xanthophyceae,Xanthophyceae,8,Random Forest,Pleiades,Rep_19
Bacillariophyceae,Bacillariophyceae,6,Random Forest,Pleiades,Rep_20
Bare Sediment,Bacillariophyceae,0,Random Forest,Pleiades,Rep_20
Magnoliosida,Bacillariophyceae,0,Random Forest,Pleiades,Rep_20
Phaephyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_20
Ulvophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_20
Xanthophyceae,Bacillariophyceae,0,Random Forest,Pleiades,Rep_20
Bacillariophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_20
Bare Sediment,Bare Sediment,15,Random Forest,Pleiades,Rep_20
Magnoliosida,Bare Sediment,0,Random Forest,Pleiades,Rep_20
Phaephyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_20
Ulvophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_20
Xanthophyceae,Bare Sediment,0,Random Forest,Pleiades,Rep_20
Bacillariophyceae,Magnoliosida,2,Random Forest,Pleiades,Rep_20
Bare Sediment,Magnoliosida,0,Random Forest,Pleiades,Rep_20
Magnoliosida,Magnoliosida,9,Random Forest,Pleiades,Rep_20
Phaephyceae,Magnoliosida,0,Random Forest,Pleiades,Rep_20
Ulvophyceae,Magnoliosida,2,Random Forest,Pleiades,Rep_20
Xanthophyceae,Magnoliosida,4,Random Forest,Pleiades,Rep_20
Bacillariophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_20
Bare Sediment,Phaephyceae,0,Random Forest,Pleiades,Rep_20
Magnoliosida,Phaephyceae,0,Random Forest,Pleiades,Rep_20
Phaephyceae,Phaephyceae,12,Random Forest,Pleiades,Rep_20
Ulvophyceae,Phaephyceae,1,Random Forest,Pleiades,Rep_20
Xanthophyceae,Phaephyceae,0,Random Forest,Pleiades,Rep_20
Bacillariophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_20
Bare Sediment,Ulvophyceae,1,Random Forest,Pleiades,Rep_20
Magnoliosida,Ulvophyceae,1,Random Forest,Pleiades,Rep_20
Phaephyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_20
Ulvophyceae,Ulvophyceae,32,Random Forest,Pleiades,Rep_20
Xanthophyceae,Ulvophyceae,0,Random Forest,Pleiades,Rep_20
Bacillariophyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_20
Bare Sediment,Xanthophyceae,0,Random Forest,Pleiades,Rep_20
Magnoliosida,Xanthophyceae,2,Random Forest,Pleiades,Rep_20
Phaephyceae,Xanthophyceae,0,Random Forest,Pleiades,Rep_20
Ulvophyceae,Xanthophyceae,2,Random Forest,Pleiades,Rep_20
Xanthophyceae,Xanthophyceae,5,Random Forest,Pleiades,Rep_20
Bacillariophyceae,Bacillariophyceae,7,Random Forest,Sentinel-2 10m,Rep_1
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Magnoliosida,Bacillariophyceae,1,Random Forest,Sentinel-2 10m,Rep_1
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Xanthophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_1
Bare Sediment,Bare Sediment,12,Random Forest,Sentinel-2 10m,Rep_1
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_1
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_1
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_1
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_1
Bacillariophyceae,Magnoliosida,1,Random Forest,Sentinel-2 10m,Rep_1
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 10m,Rep_1
Magnoliosida,Magnoliosida,16,Random Forest,Sentinel-2 10m,Rep_1
Phaephyceae,Magnoliosida,0,Random Forest,Sentinel-2 10m,Rep_1
Ulvophyceae,Magnoliosida,4,Random Forest,Sentinel-2 10m,Rep_1
Xanthophyceae,Magnoliosida,1,Random Forest,Sentinel-2 10m,Rep_1
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Phaephyceae,Phaephyceae,16,Random Forest,Sentinel-2 10m,Rep_1
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Bare Sediment,Ulvophyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Magnoliosida,Ulvophyceae,1,Random Forest,Sentinel-2 10m,Rep_1
Phaephyceae,Ulvophyceae,1,Random Forest,Sentinel-2 10m,Rep_1
Ulvophyceae,Ulvophyceae,27,Random Forest,Sentinel-2 10m,Rep_1
Xanthophyceae,Ulvophyceae,4,Random Forest,Sentinel-2 10m,Rep_1
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Magnoliosida,Xanthophyceae,1,Random Forest,Sentinel-2 10m,Rep_1
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 10m,Rep_1
Ulvophyceae,Xanthophyceae,1,Random Forest,Sentinel-2 10m,Rep_1
Xanthophyceae,Xanthophyceae,1,Random Forest,Sentinel-2 10m,Rep_1
Bacillariophyceae,Bacillariophyceae,5,Random Forest,Sentinel-2 10m,Rep_2
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Xanthophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_2
Bare Sediment,Bare Sediment,11,Random Forest,Sentinel-2 10m,Rep_2
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_2
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_2
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_2
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_2
Bacillariophyceae,Magnoliosida,3,Random Forest,Sentinel-2 10m,Rep_2
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 10m,Rep_2
Magnoliosida,Magnoliosida,21,Random Forest,Sentinel-2 10m,Rep_2
Phaephyceae,Magnoliosida,0,Random Forest,Sentinel-2 10m,Rep_2
Ulvophyceae,Magnoliosida,1,Random Forest,Sentinel-2 10m,Rep_2
Xanthophyceae,Magnoliosida,1,Random Forest,Sentinel-2 10m,Rep_2
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Phaephyceae,Phaephyceae,10,Random Forest,Sentinel-2 10m,Rep_2
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Bare Sediment,Ulvophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Magnoliosida,Ulvophyceae,3,Random Forest,Sentinel-2 10m,Rep_2
Phaephyceae,Ulvophyceae,1,Random Forest,Sentinel-2 10m,Rep_2
Ulvophyceae,Ulvophyceae,28,Random Forest,Sentinel-2 10m,Rep_2
Xanthophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Bacillariophyceae,Xanthophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Magnoliosida,Xanthophyceae,2,Random Forest,Sentinel-2 10m,Rep_2
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 10m,Rep_2
Ulvophyceae,Xanthophyceae,1,Random Forest,Sentinel-2 10m,Rep_2
Xanthophyceae,Xanthophyceae,6,Random Forest,Sentinel-2 10m,Rep_2
Bacillariophyceae,Bacillariophyceae,10,Random Forest,Sentinel-2 10m,Rep_3
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Xanthophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_3
Bare Sediment,Bare Sediment,13,Random Forest,Sentinel-2 10m,Rep_3
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_3
Phaephyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_3
Ulvophyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_3
Xanthophyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_3
Bacillariophyceae,Magnoliosida,1,Random Forest,Sentinel-2 10m,Rep_3
Bare Sediment,Magnoliosida,0,Random Forest,Sentinel-2 10m,Rep_3
Magnoliosida,Magnoliosida,14,Random Forest,Sentinel-2 10m,Rep_3
Phaephyceae,Magnoliosida,0,Random Forest,Sentinel-2 10m,Rep_3
Ulvophyceae,Magnoliosida,3,Random Forest,Sentinel-2 10m,Rep_3
Xanthophyceae,Magnoliosida,0,Random Forest,Sentinel-2 10m,Rep_3
Bacillariophyceae,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Bare Sediment,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Magnoliosida,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Phaephyceae,Phaephyceae,13,Random Forest,Sentinel-2 10m,Rep_3
Ulvophyceae,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Xanthophyceae,Phaephyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Bacillariophyceae,Ulvophyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Bare Sediment,Ulvophyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Magnoliosida,Ulvophyceae,1,Random Forest,Sentinel-2 10m,Rep_3
Phaephyceae,Ulvophyceae,1,Random Forest,Sentinel-2 10m,Rep_3
Ulvophyceae,Ulvophyceae,26,Random Forest,Sentinel-2 10m,Rep_3
Xanthophyceae,Ulvophyceae,2,Random Forest,Sentinel-2 10m,Rep_3
Bacillariophyceae,Xanthophyceae,1,Random Forest,Sentinel-2 10m,Rep_3
Bare Sediment,Xanthophyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Magnoliosida,Xanthophyceae,2,Random Forest,Sentinel-2 10m,Rep_3
Phaephyceae,Xanthophyceae,0,Random Forest,Sentinel-2 10m,Rep_3
Ulvophyceae,Xanthophyceae,1,Random Forest,Sentinel-2 10m,Rep_3
Xanthophyceae,Xanthophyceae,6,Random Forest,Sentinel-2 10m,Rep_3
Bacillariophyceae,Bacillariophyceae,11,Random Forest,Sentinel-2 10m,Rep_4
Bare Sediment,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_4
Magnoliosida,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_4
Phaephyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_4
Ulvophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_4
Xanthophyceae,Bacillariophyceae,0,Random Forest,Sentinel-2 10m,Rep_4
Bacillariophyceae,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_4
Bare Sediment,Bare Sediment,11,Random Forest,Sentinel-2 10m,Rep_4
Magnoliosida,Bare Sediment,0,Random Forest,Sentinel-2 10m,Rep_4
